Country,Order Date,Total Revenue
Democratic Republic of the Congo,01/12/1951,688248.33
Kyrgyzstan,29/12/1952,49783.02
Egypt,03/03/1985,3645810.8
Saint Lucia,13/10/2000,146620.5
Tonga,02/12/1988,699938.4
Myanmar,28/02/1992,1121920.74
Djibouti,01/05/1960,1795128.96
Mongolia,07/04/1973,550456.38
Lebanon,03/08/1991,3010185.15
United States of America,23/04/1992,45828.96
Norway,16/08/1960,2679161.6
Trinidad and Tobago,19/07/1977,333905.65
Guinea-Bissau,23/12/1959,1512278.72
Niger,06/07/1954,1237271.22
Cote d'Ivoire,19/02/1985,627505.53
The Gambia,20/08/1978,417275.3
Sri Lanka,05/01/1984,660787.05
Germany,16/01/1970,106999.75
Papua New Guinea,09/01/1962,321616.1
Mali,12/01/1975,2707079.97
Haiti,15/11/1974,5815305.3
Vatican City,15/09/2000,291121.92
Dominica,25/08/1987,425009.65
Lebanon,30/05/1997,922213.92
Cameroon,27/03/1972,412204.16
Ethiopia,27/07/1985,3026172.87
Samoa ,10/01/1981,573697.3
Georgia,05/06/1995,3039414.4
Ethiopia,08/07/1953,865716.16
Moldova ,27/04/1967,32813.61
Antigua and Barbuda ,15/04/1965,1512897.54
Angola,23/06/1987,547274.24
Jordan,05/06/2000,4473399.38
Papua New Guinea,10/10/1988,706827.28
Republic of the Congo,04/07/1984,4337709.81
Greenland,12/09/1980,865497.6
Moldova ,21/01/1958,590221.28
Kenya,29/05/1986,652069
South Sudan,03/02/1989,3203364.4
Italy,21/10/1985,651861.21
Sierra Leone,08/04/1999,1923912.1
Albania,06/05/1955,374078.21
Netherlands,23/05/1955,136559.1
Haiti,04/09/1966,2440987.36
Zambia,20/03/1954,795030.5
Nigeria,19/10/1954,847689.7
Mauritius ,25/08/1992,218954.67
Nicaragua,31/07/1971,5958963.59
Palau,13/06/1984,648312.42
Togo,19/10/1972,777527.2
Liechtenstein,22/01/1994,1219114.2
Niger,29/10/1971,478427.84
Monaco,30/07/1997,475341.68
Senegal,28/06/1993,420928.95
Haiti,03/01/1961,1431434.34
Panama,16/02/1985,11737.14
Djibouti,04/02/1981,317112.4
Sri Lanka,25/11/1998,3142205.54
Sao Tome and Principe,25/03/1966,68710.76
Netherlands,03/12/1985,397861.64
United Arab Emirates,14/09/1981,958321.12
Malaysia,16/07/1997,1528275.2
United Kingdom,17/09/1966,1690031.2
Angola,24/03/1979,24768.9
Moldova ,14/12/1951,153863.6
Afghanistan,06/05/1977,2023676.6
Indonesia,11/01/1995,157154.8
Cape Verde,18/02/1980,2300073.72
Panama,09/06/1953,45184.56
Eritrea,24/10/1981,2009277.6
Liberia,01/11/1978,278045.46
Nauru,22/03/1957,1418892.6
Belarus,02/06/1959,1512512.1
United Arab Emirates,20/02/2000,3356720.21
Lebanon,25/06/1979,157691.04
Nigeria,05/03/1954,437752.02
Mali,17/09/1971,4940730.27
Taiwan,24/06/1978,233325.92
Benin,08/12/1954,30363.42
Ghana,22/12/1992,91639.26
Dominica,13/08/1961,954093.58
Chad,23/09/1981,424589.36
Grenada,18/03/1983,1025208.8
Thailand,23/02/1953,588035.68
India,17/08/1999,2165795.52
Netherlands,22/12/1951,894118.8
Lithuania,04/10/1971,121082.24
Estonia,23/10/1962,2049541.62
Mexico,25/11/1962,6528997.9
Djibouti,11/05/1973,3700879.26
Slovakia,02/12/1992,184343.25
Malawi,02/12/1978,544100.28
Mexico,11/05/1998,2263861.74
Samoa ,27/07/1962,66280.32
Turkey,28/10/1958,409398.6
Fiji,22/08/1995,1040137.86
Moldova ,31/01/1998,63819.52
Dominica,21/08/1970,479755.1
Taiwan,27/03/1992,165421.44
Tajikistan,10/06/1991,1514356.5
Guatemala,08/01/1976,60071.55
Palau,15/05/1965,1824486.16
Romania,18/06/1951,49066.47
Lesotho,24/07/1966,2093551.28
Slovakia,24/12/1987,174549.98
United Kingdom,31/05/1958,4176687.5
Democratic Republic of the Congo,20/02/1996,1984291.44
Denmark,13/11/1985,2935510.62
Russia,26/10/1953,1458618.7
Trinidad and Tobago,17/09/1983,1295251.62
Austria,31/03/1973,2280537.42
Bahrain,28/08/1979,1007751.16
Papua New Guinea,23/02/1979,1713386.8
Kenya,22/05/1962,1002971.84
Barbados,08/05/1971,5184438.66
Burundi,27/12/1966,585513.72
Ireland,19/04/1995,757528.96
Belgium,04/01/1980,296679.9
Papua New Guinea,13/11/1978,1204373.5
Bosnia and Herzegovina,09/04/1969,755103.47
Tajikistan,31/03/1975,296619.4
Jamaica,01/01/1999,584859.88
Tanzania,02/07/1983,473760.9
Moldova ,05/10/1981,144485.25
Dominican Republic,24/08/1955,425205.6
Afghanistan,05/02/1978,240524.05
The Gambia,25/07/1999,2107741.2
Portugal,08/03/1967,2602243.38
Kuwait,02/04/1989,677536
Austria,15/10/1988,409219.56
New Zealand,01/05/1981,2760480.8
Mauritania,01/10/1989,1460264.3
France,23/08/1951,2984871.75
Norway,28/11/1987,433822.84
Zambia,13/04/1986,27029.01
Swaziland,11/06/1954,5192097.33
Netherlands,31/05/1987,106043.1
Japan,11/03/1998,5377692.18
Brunei,19/01/1972,4169538.87
Myanmar,20/11/1987,86691.15
Togo,01/11/1975,488537.5
Portugal,20/10/1974,4457532.45
Botswana,27/04/1987,1130162
Namibia,20/01/1978,606505.5
Tajikistan,28/07/1955,1144203.62
Tajikistan,08/02/1985,302825.9
Belarus,09/06/1984,2663813.46
Switzerland,03/03/1953,90771.57
Sweden,31/08/1953,177297.96
Malta,15/03/1990,448631.7
Belarus,04/02/1972,697643.52
Greenland,08/09/1975,1857159.78
Portugal,05/11/1969,971936.32
Guinea-Bissau,21/06/1997,4177446
Laos,06/12/1998,2069554.96
Croatia,07/11/1975,361170.4
Liechtenstein,23/05/1998,3865582.56
Dominica,08/12/1997,2485017.36
China,17/09/1970,555355.35
United Arab Emirates,21/05/1973,765974.4
Djibouti,14/08/1980,1939617.44
United Arab Emirates,17/01/1978,13143.65
Costa Rica,08/12/1966,5185775.2
Guinea,02/06/1964,1039813.5
Sao Tome and Principe,09/03/1976,6144742.65
Libya,24/09/1988,1084940
Taiwan,30/03/1977,516206.68
Tunisia ,09/03/1987,931721.28
Egypt,02/02/1984,659941.92
Namibia,10/07/1976,49680.15
Laos,12/05/1968,1197816.5
Sri Lanka,14/10/1964,3269381.6
Philippines,18/04/1956,530120.46
Canada,04/10/1959,912733.56
Mauritius ,06/04/1971,1147747
The Gambia,15/09/1977,789438.72
Indonesia,16/01/1981,733815.2
Democratic Republic of the Congo,22/07/1993,207214.15
Liberia,02/02/1986,435712.04
El Salvador,21/02/1993,2054930.25
Kosovo,08/07/1984,512835.6
Mali,10/07/1996,985280.73
Italy,10/10/1981,1800319.38
Indonesia,27/07/1978,150834
Belize,27/10/1986,232547.84
Kuwait,29/02/1976,223531.55
Bangladesh,13/01/1989,3750180.21
Russia,07/02/1971,669544.76
Solomon Islands,21/12/1962,746421.36
Austria,04/07/1953,2234694.88
South Korea,10/02/2000,700973
Czech Republic,07/07/1983,31956.43
India,16/05/1956,390424.21
Spain,16/01/1972,1320122.16
Nauru,28/06/1959,2104387.32
Tuvalu,06/02/1951,967766.48
Tajikistan,11/03/1986,3102808.4
Qatar,25/01/1961,37068.09
Myanmar,14/04/1978,2412032.4
Sudan,31/05/1970,1077500.8
Angola,28/02/1974,1092930.54
Sudan,13/01/1993,43085.94
Sudan,13/02/1962,611318.61
Liechtenstein,05/07/1952,36480.3
South Korea,01/12/1986,13665.6
Sierra Leone,04/07/1991,1506152
Equatorial Guinea,03/08/1988,884730.88
Nauru,01/07/1984,102407.69
Republic of the Congo,21/12/1989,1162409.85
Dominican Republic,25/02/1966,2093689.91
North Korea,22/05/1975,336644
Nauru,09/03/1952,341782.35
Kazakhstan,06/05/1973,761244.48
Portugal,04/12/1969,132974.71
Somalia,01/05/1982,227048.25
Madagascar,30/04/1987,577831.1
Netherlands,07/01/1981,235115.1
Sudan,20/09/1973,1021675.68
Chad,27/01/1996,50876.49
Tanzania,15/02/1989,941266.02
Czech Republic,21/10/1966,4062800.7
United Arab Emirates,01/03/1952,399199.84
Senegal,16/08/1978,5265684.06
Trinidad and Tobago,15/08/1990,1072146.08
Nepal,08/06/1954,5039062.98
Bangladesh,31/07/1973,3294539.01
Nepal,02/09/1976,653676.54
San Marino,01/10/1995,270444.57
Azerbaijan,10/10/1951,37011
Ukraine,21/08/1992,689726.62
Namibia,06/01/1991,127384.72
Kenya,24/03/1952,1320501.52
Zimbabwe,24/09/1961,626870.14
Lebanon,25/11/1959,5841353.7
Romania,05/10/1973,42847.35
Nauru,26/01/1954,231001.1
Lesotho,29/07/1978,318660.48
Russia,14/12/1992,1684848
Macedonia,06/07/1965,2945422.83
Macedonia,01/02/1986,1247364.8
Bahrain,18/07/1994,1112102.04
Cote d'Ivoire,15/08/1968,25004.4
Maldives,21/03/1951,316491.5
Costa Rica,24/11/1959,538896.08
Portugal,01/07/1958,5706357.53
Ireland,24/12/1991,1064006.58
Seychelles ,13/03/1963,1121383.62
Mozambique,27/03/1962,698358.66
Mongolia,23/08/1995,3968855.53
Niger,14/03/1987,219562.62
Iran,17/08/1973,1201359.88
Cuba,01/03/1990,2239571.44
Monaco,17/03/1959,62861.61
Slovenia,05/05/1991,3169604.61
Macedonia,16/04/1987,1129702.32
Tunisia ,25/11/1991,8687.51
East Timor,31/10/1991,529528.67
Guinea,02/05/1985,1977654.16
Bangladesh,21/11/1965,1732840.64
Saudi Arabia,27/09/1965,921050.24
New Zealand,10/03/1961,62288.32
Laos,25/12/1991,2519146.4
Estonia,25/12/1989,11774.46
Kiribati,05/10/1960,750734.38
Kiribati,02/06/1995,1724671.68
Lesotho,29/03/1975,632108.18
Mauritius ,04/06/1968,4102509.53
Guinea-Bissau,20/06/1997,6093285.86
Andorra,06/11/1966,62918.7
Estonia,28/03/1971,883091.68
Seychelles ,25/08/1955,2839741.59
Afghanistan,04/08/1989,1078403.76
Iceland,21/07/1981,1012807.04
Thailand,21/03/1995,2010156.16
South Africa,24/04/1960,396254.95
Portugal,05/12/1987,1190276.58
Saint Lucia,02/12/1952,279670.3
Barbados,24/08/1991,39167.34
Tunisia ,06/10/1972,972426.72
Tajikistan,05/07/1983,135896.8
Slovakia,22/11/1956,2749457.13
North Korea,03/01/1993,4653164.01
Lithuania,09/10/1959,647484
Greenland,04/03/1960,443900.6
Bulgaria,30/05/1995,983988.42
Vanuatu,07/12/1961,1018952.84
Ethiopia,18/11/1978,1629978.63
Sri Lanka,28/08/1976,648605.16
United Kingdom,23/01/1996,255790.56
Malawi,10/01/1995,78987.78
Burkina Faso,16/12/1975,148620.8
Tunisia ,24/06/1978,43748.37
United Kingdom,15/05/1951,3575142.9
Sudan,17/12/1959,855553.12
Guatemala,22/11/1986,5216515.62
Hungary,16/10/1980,934453.28
Cote d'Ivoire,23/03/1952,1074576.8
Panama,10/06/1983,4595.04
Kiribati,14/09/1998,4782140.12
Seychelles ,09/10/1979,3451256.8
Greenland,18/08/1961,849949.02
Russia,02/07/1998,52842.58
Malaysia,29/04/1955,515910.88
Vietnam,15/04/1986,656291.9
Georgia,11/02/1976,1095335.22
Madagascar,02/12/1960,628324.44
Moldova ,17/08/1966,895550.78
Haiti,03/07/1958,2781969.12
Dominican Republic,13/07/1981,5880426.3
Brunei,03/07/1978,727367.68
Liechtenstein,18/07/1951,3742503.87
Burkina Faso,04/02/1964,211238.24
Trinidad and Tobago,24/12/1952,1921944.52
Greenland,20/12/1975,503468.08
Lithuania,11/03/1976,6402696.72
Gabon,27/10/1985,300073.8
Nauru,25/11/1952,5554821.3
Ghana,01/06/1961,1012697.76
Nigeria,25/07/1999,2203694.64
Saudi Arabia,22/07/1984,704572.8
Sudan,30/10/1952,199269.48
Singapore,20/12/1969,1535361.96
Tajikistan,20/11/1983,1144746.51
Greenland,26/02/1991,61120.83
Senegal,20/07/1999,1340341.2
Palau,19/07/1978,295984.4
Saint Kitts and Nevis ,05/06/1956,55689.48
Kyrgyzstan,12/05/1961,768392.8
Andorra,11/02/1997,6168912.33
Gabon,05/12/1961,548653.49
Mauritius ,30/10/1988,1009377.12
Morocco,15/04/1955,1147901.06
The Bahamas,20/02/1974,1129087.3
South Africa,06/11/2000,2262762.22
North Korea,08/01/1999,5530075.32
Liechtenstein,17/08/1968,423770.05
Philippines,05/06/1952,92143.08
Cote d'Ivoire,14/10/1967,656663.52
Gabon,22/12/1962,429754.65
India,24/11/1989,232531.92
Bulgaria,26/08/1952,74154.84
Djibouti,07/09/1982,2035195.8
Cyprus,12/09/1955,146934.54
Sweden,16/06/1982,1161107.43
Dominican Republic,15/08/1953,2192995.2
Armenia,10/10/1965,38685.12
Egypt,04/05/1974,1466805.26
Somalia,21/02/1987,536644.08
Germany,18/08/1955,984905.58
Madagascar,03/05/1999,689511.28
Chad,04/08/1984,30072.15
Nicaragua,10/11/1998,817288.3
Bhutan,31/12/1951,1127871.36
Benin,31/01/1956,982825.6
Czech Republic,03/04/1952,2003182.16
Myanmar,29/08/1969,1891205.8
Nauru,14/05/1980,848550.72
Bulgaria,07/02/1966,2804761.47
Netherlands,08/08/1972,673373.47
Cambodia,24/11/1954,1697230.7
El Salvador,28/09/1994,2426181.12
Turkmenistan,04/03/1976,639310.2
Romania,22/04/1958,534023.82
Namibia,24/06/1983,1199973.34
France,23/12/1989,255479.4
Greenland,23/10/1964,1100254.38
Madagascar,13/04/1977,75050.52
East Timor,18/09/1987,480821.26
Guatemala,17/10/1957,1625120.28
East Timor,19/02/1977,3662848.98
Nigeria,05/06/1965,1233151.56
Comoros,17/09/1963,1966080.6
Liberia,12/04/1983,407642.76
Comoros,28/12/1988,1711200.8
Bhutan,10/07/1951,160190.8
El Salvador,17/10/1956,368328.12
Belarus,14/05/1953,139360.65
Belgium,17/03/1997,390133.9
Central African Republic,25/10/1965,407914.43
Tonga,25/12/1983,332197.45
Vatican City,23/07/1992,15609.93
Nepal,14/01/1999,1422621.2
Czech Republic,09/02/1999,23213.04
Austria,03/11/1980,3641332.59
Togo,04/09/1980,4047597.6
Spain,28/04/1956,810352.38
Belgium,26/03/1992,797848.26
Uganda,03/01/1953,286095.04
Mauritius ,07/08/1960,55177.62
East Timor,09/06/1977,5676597.57
Brunei,03/10/1999,100926.15
Syria,30/10/1980,202753.85
Burundi,29/11/1983,252244.2
Kenya,21/08/1981,624925.44
South Sudan,02/11/1991,2064729.66
Comoros,10/04/1958,3894577.6
Uganda,02/07/1984,1808410.17
Romania,08/07/1982,277237.86
Bosnia and Herzegovina,28/06/1980,1424722.53
Republic of the Congo,07/12/1971,280442.04
Sudan,25/12/1981,921560.8
Kosovo,24/08/1975,439169.5
Cape Verde,27/11/1992,594061.6
Angola,23/06/1990,1722326.1
Indonesia,30/11/1996,341609.28
New Zealand,11/10/1995,1792675.5
Poland,07/06/1999,714238.47
Nauru,07/05/1981,787213.9
The Gambia,18/10/1979,1695059.2
Costa Rica,08/06/1997,1754028.88
Vanuatu,08/12/1953,2729439.6
Bangladesh,20/10/1999,1535009.2
Romania,12/07/1979,2415459.36
Trinidad and Tobago,16/01/1979,488350.64
Democratic Republic of the Congo,23/03/1986,146458.4
Morocco,25/03/1978,1783664.19
The Bahamas,11/12/1992,1053717.48
El Salvador,06/11/1989,1410419.3
Indonesia,20/10/1960,3146877.51
Tonga,23/10/1999,2983015.6
Netherlands,24/09/1984,653652.72
Mali,14/12/1970,1709014.8
Finland,19/06/1987,146787.08
Djibouti,23/01/1953,453953.64
Canada,19/07/1999,3020614.8
Cape Verde,13/12/1976,70605.6
South Korea,01/03/1970,6038487.72
Seychelles ,08/12/1998,123437.22
Pakistan,11/06/1993,19130.1
Angola,28/03/1957,588782.92
Cuba,03/05/1984,1146717.76
Guinea,12/10/1974,584099.2
East Timor,16/08/1969,999693.44
Taiwan,08/09/1990,2687439.3
Croatia,28/12/1998,2322238.25
South Sudan,08/03/2000,378129.05
Kazakhstan,19/12/1968,3960281.43
Russia,11/12/1998,469685.44
Botswana,27/11/1969,61637.55
Costa Rica,26/11/1960,2631944
Tuvalu,21/02/1996,3987358.83
Tajikistan,25/11/1978,688573.28
South Korea,24/12/1974,836042
Armenia,04/06/1986,351071.6
Egypt,14/06/1983,510228.32
Serbia,15/04/1954,628585.43
South Sudan,13/06/1962,2062272.4
Latvia,15/11/1962,3334961.6
Tonga,10/06/1969,36608.8
New Zealand,28/08/1958,308939.4
Greenland,19/12/1966,626168.99
Denmark,27/07/1952,278848.6
Nigeria,26/06/1962,5637525.72
Federated States of Micronesia,29/04/1972,1507795.56
Netherlands,19/01/1993,592297.31
Slovakia,01/07/1963,2210724.8
Afghanistan,24/08/1986,2862200.41
South Africa,09/04/1982,106984.57
Bangladesh,11/12/1953,3917312
Albania,19/01/1978,32571.03
Bulgaria,12/11/1993,814343.2
Tajikistan,17/06/1966,693620.4
Honduras,10/10/1999,151680.64
Nepal,28/04/1951,248960.96
Djibouti,02/03/1972,71407.44
Sri Lanka,20/09/1959,113277.78
Central African Republic,23/07/1970,4153085.16
Georgia,07/04/2000,3521093.94
Mozambique,17/04/1999,603302.7
Syria,06/02/1980,101987.72
Trinidad and Tobago,21/04/1951,787877.2
Romania,27/05/1953,2296243.6
Tuvalu,07/11/1965,285717.3
Fiji,23/12/1952,1003238.72
Sudan,16/12/1961,2662110.8
Namibia,22/11/1954,2265610
Saint Kitts and Nevis ,27/08/1995,862992.48
Costa Rica,10/01/1985,874225
Malawi,29/04/1970,3009888.08
Senegal,07/06/1959,2204622.73
Iran,13/10/1995,2436902.88
Dominica,28/09/1972,750853.51
Mali,06/11/1960,40317.2
Marshall Islands,26/02/1982,1167466.68
Bangladesh,08/02/1977,1276942.02
Germany,14/10/1984,61913.88
Bosnia and Herzegovina,06/06/1955,1293725.82
Switzerland,17/10/1980,3071767.2
Vatican City,10/02/1966,3138439.71
Croatia,02/06/1980,393092.7
Comoros,03/03/1964,1190625.92
Nauru,18/04/1975,4529165.55
Azerbaijan,27/04/1960,19294.44
Sao Tome and Principe,08/09/1982,135848.58
Malta,02/06/1961,620237.7
Burundi,18/04/1970,24976.41
Bosnia and Herzegovina,03/07/1974,70618.77
Iceland,13/01/1978,587066.59
Sao Tome and Principe,08/06/1979,162969.62
Philippines,30/12/1997,451012.25
Hungary,03/11/1963,1011167.84
Belarus,28/02/1955,637984.38
Liechtenstein,08/01/1998,2450503.23
Honduras,16/11/1980,224920.96
Gabon,02/11/1979,621606.8
Brunei,26/10/1966,820146.4
San Marino,30/06/1954,3130176.68
Saint Kitts and Nevis ,05/05/1970,631691.17
South Africa,03/10/1992,22625.25
Kiribati,05/12/1987,244955.4
Slovakia,16/01/1966,46235.91
Costa Rica,09/09/1991,2488980
Thailand,15/05/1973,370809.01
San Marino,15/06/1954,2267658.75
Nigeria,08/06/1978,248448.2
Mozambique,26/12/1980,1804324.4
East Timor,16/01/1998,629026.98
Japan,26/10/1977,2716848.12
Kiribati,11/12/1979,3576445.32
Madagascar,02/12/1987,57594.09
Botswana,24/04/1960,521110.48
China,24/07/1982,2145085.74
Israel,11/07/1995,1265055
Togo,08/12/1962,780800.79
Guinea-Bissau,13/06/1976,735235.84
Nigeria,16/12/1989,5381578.31
Vanuatu,29/12/1990,23539.59
Canada,18/05/1981,1153610.32
Saint Lucia,14/01/1965,21399.95
Togo,19/09/1985,579573.72
Guinea,02/09/1956,2533654
Sri Lanka,01/05/1986,631754
Burkina Faso,10/12/1977,1861158.18
Grenada,04/07/1961,3831191.91
Zimbabwe,07/02/1962,2449877.82
Japan,12/06/1983,1499347.3
Armenia,08/05/1961,86414.46
Georgia,05/09/1965,2368487.84
Niger,17/11/1973,5900613.81
Democratic Republic of the Congo,08/12/1952,1879881.92
South Africa,08/11/1994,236063.75
Barbados,10/03/1995,6323900.31
Marshall Islands,26/11/1965,925369.41
The Bahamas,26/10/1993,3052967.6
Sao Tome and Principe,22/12/1969,3457925.1
Panama,30/01/1964,482160.8
Saint Kitts and Nevis ,14/07/1971,1546486.24
Papua New Guinea,01/12/1975,159330.24
Honduras,24/05/1956,1424207.12
Solomon Islands,10/02/1987,1620861.69
Denmark,14/02/2000,77308.38
France,02/10/1985,1254975.7
Dominica,19/08/1958,279276.32
Vanuatu,20/11/1955,2302675.62
Moldova ,18/02/1988,1441598.13
Sri Lanka,18/07/1963,58079.25
Azerbaijan,30/03/1997,585840.64
Philippines,23/06/1982,536557.45
Denmark,20/11/1983,320904.35
Saint Vincent and the Grenadines,10/04/1955,3013138.38
Ethiopia,30/09/1963,432459.3
Cameroon,30/04/1958,171042.18
Norway,11/01/1964,397451.36
Kosovo,13/09/1954,1821375.2
Ethiopia,26/12/1984,20945.85
Iran,10/01/1994,362881.2
Jordan,19/09/1996,4088257.2
Cote d'Ivoire,10/02/1975,24332.64
Cuba,17/11/1963,285477.18
New Zealand,05/03/1959,467928.24
New Zealand,29/09/1965,6002853.78
Kyrgyzstan,09/11/1986,3401853.2
Saint Kitts and Nevis ,14/01/1985,504582.06
Poland,12/06/1952,80368.62
Bahrain,28/03/1975,934453.28
Mauritania,25/12/1951,1027882.9
Estonia,25/03/1961,786402.96
Kyrgyzstan,04/08/1962,7682.62
Libya,29/04/1979,409953.66
Iceland,11/08/1984,4183566.8
Malaysia,07/08/1979,587479.2
Israel,13/07/1951,14806.71
Slovenia,02/01/1971,4468603.02
Bahrain,16/10/1989,4550918.7
United Arab Emirates,10/09/1964,174192.32
Somalia,12/02/1997,5472768.84
Monaco,23/04/1979,2826498
Dominica,25/04/1975,310042.56
Bulgaria,21/06/1962,2266103.57
Jamaica,01/07/1957,902483.48
Monaco,29/10/1956,321900.8
Indonesia,21/01/1979,83461.26
Honduras,14/03/1966,1555994.8
Ethiopia,24/07/1985,86414.46
Togo,16/09/1956,342155.68
Fiji,14/06/1976,363846.6
Dominican Republic,01/03/1999,3127048.68
Cambodia,04/07/1989,36657.57
Saudi Arabia,24/12/1955,208563.76
Botswana,12/08/1978,1341554.48
Saint Kitts and Nevis ,01/02/1995,174418.47
Niger,05/01/1999,564977.6
Sao Tome and Principe,14/08/1954,563556.96
Botswana,29/05/1999,3925181.6
Egypt,01/05/1962,1526294
Haiti,02/06/1973,1266108.84
Afghanistan,19/10/1995,952069.02
Czech Republic,02/09/1991,578583.36
Dominica,20/04/1970,199290
Gabon,07/02/1977,1316155.08
Greenland,27/04/1957,1287887.6
North Korea,20/03/1961,5510539.02
Belgium,20/12/1966,3851255.94
Angola,28/03/1989,223682.28
Malta,27/12/1958,185995.02
Tunisia ,10/08/1951,1707515.7
Comoros,16/01/1979,860470.72
Ethiopia,17/11/1951,438346.7
Libya,18/02/1987,2314974
Czech Republic,26/02/1962,80424.6
Pakistan,02/08/1989,1109545.8
Luxembourg,31/10/1968,905257.14
Bosnia and Herzegovina,17/04/1971,1130599.2
Cameroon,13/10/1988,1208240.24
Tunisia ,22/07/1965,413624.8
Malaysia,27/12/1958,1260981.1
Taiwan,08/08/1991,1728908.5
Eritrea,06/12/1987,823529.28
Kuwait,23/10/1957,396729.45
Tajikistan,11/03/2000,458866.72
Kazakhstan,27/06/1975,1658970.5
Swaziland,30/09/1976,1149657.3
Romania,24/03/1961,676387.14
Samoa ,09/04/1998,1430755.22
Sweden,09/08/1977,4478371.17
United States of America,25/07/1999,244302.96
Romania,11/02/1978,4887726.78
Indonesia,23/01/1980,1350027.78
Togo,11/10/1988,23879.3
Sri Lanka,28/10/1975,519028.14
Guatemala,02/05/1959,1547713.32
Chad,05/09/1955,1211332.62
Panama,17/01/1965,819704.08
Tuvalu,03/11/1954,1253586.22
Austria,12/11/1968,977692.1
Latvia,18/05/1957,929924.4
Taiwan,05/05/1951,110907.61
El Salvador,24/02/1956,88276.38
Zimbabwe,17/07/1969,2536462.08
Ukraine,10/11/1955,542605.47
Ethiopia,20/11/1969,4178820.45
Denmark,26/03/1975,3900747.9
Uganda,10/04/1972,484899.24
Romania,14/12/1973,2968150.8
Kiribati,03/05/1971,455588.32
Grenada,01/03/1962,460265
Saint Vincent and the Grenadines,06/12/1950,6543699.84
Angola,03/01/1984,73595.04
Nepal,06/06/1978,6322502.47
Mauritania,30/05/1984,332956.65
Belize,27/02/1961,556235.2
Slovenia,09/10/1970,1079925
Jamaica,15/12/1999,461547.66
Iceland,21/11/1952,355378.56
South Korea,17/05/1997,675553.1
Ireland,03/08/1988,457446.08
East Timor,01/12/1987,674628.74
Cameroon,25/12/1992,303872.14
Canada,17/03/1975,244290.97
Democratic Republic of the Congo,22/05/1958,4218.9
Macedonia,26/07/1988,1952928.81
Azerbaijan,07/02/1993,2490642.29
Italy,25/10/1963,4152629.78
East Timor,21/10/1989,5368212.91
Slovenia,15/07/1977,66774.81
Lebanon,29/03/2000,3756422.4
Japan,16/12/1966,2392739.44
Liechtenstein,13/10/1977,2323517.28
Belize,20/11/1986,4862332.52
Morocco,23/04/1960,558621.56
Swaziland,02/07/1990,5198472.33
Antigua and Barbuda ,26/01/2000,294326.82
North Korea,20/04/1959,61092.9
Guatemala,06/02/1965,2696660.61
France,03/08/1956,1028999.52
Liberia,09/04/1980,1298109.56
Estonia,15/07/1966,125373.82
Lesotho,01/02/1961,445346.77
Mauritius ,09/04/1970,241228.98
